UF,Cidade,Urna,Data Leitura UTC,Zona,Secao,Turno,Qr Code
PR,Maringá,1317973,2016-10-30 19:10:28.270,66,6,2,QRBU:1:1 VRQR:1.4 ORIG:VOTA PROC:185 DTPL:20161030 PLEI:188 TURN:2 FASE:O UNFE:PR MUNI:76910 ZONA:66 SECA:6 IDUE:1317973 IDCA:212629879239819694773116 VERS:5.25.0.1 LOCA:1015 APTO:346 COMP:266 FALT:80 HBMA:29 DTAB:20161030 HRAB:080000 DTFC:20161030 HRFC:170010 IDEL:221 CARG:11 TIPO:0 VERC:201610191155 11:156 12:99 NOMI:255 BRAN:5 NULO:6 TOTC:266 HASH:FBBF13156BD897B363FDA6E95DFAE0385AAC0DB1889254E93696114A25D7D70A7AF7B39C8F37195349BA15388883E2B62F2549EEFE36BAC28EA88339885AE0CC ASSI:D1F291EF3F0EB9D2A0425AE8F4BAC5BB362BBE6F1EFD3F6DB6D49316C14372F105BE098A9A1525BD37318D922BC47168245B98690C3627AC8440844A5F6AD10B
PE,Jaboatão Dos Guararapes,1068476,2016-10-30 20:34:43.900,101,7,2,QRBU:1:1 VRQR:1.4 ORIG:VOTA PROC:185 DTPL:20161030 PLEI:188 TURN:2 FASE:O UNFE:PE MUNI:24570 ZONA:101 SECA:7 IDUE:1068476 IDCA:300050073681108544841025 VERS:5.25.0.1 LOCA:1015 APTO:392 COMP:290 FALT:102 DTAB:20161030 HRAB:080000 DTFC:20161030 HRFC:170227 IDEL:221 CARG:11 TIPO:0 VERC:201610061907 12:113 22:134 NOMI:247 BRAN:19 NULO:24 TOTC:290 HASH:7AFB79ED6D6CC5266F6551C59F03C1952059B83A91DBB1DD89BFEF6512A010BE446971251ED64BADD1D54362A3B864A665C516F0CBB09E38A659641232F5CC94 ASSI:66185A38626EA6FC6843808252EB747C88D53156AF6DCB5C387763D386E69FC7064E09DE9DE009271709A5EB7C3E1F66BE5470D7B560AF0AF7263832F7977902
PR,Maringá,1282667,2016-10-30 19:12:48.537,66,7,2,QRBU:1:1 VRQR:1.4 ORIG:VOTA PROC:185 DTPL:20161030 PLEI:188 TURN:2 FASE:O UNFE:PR MUNI:76910 ZONA:66 SECA:7 IDUE:1282667 IDCA:586366355876060388815253 VERS:5.25.0.1 LOCA:1015 APTO:344 COMP:272 FALT:72 HBMA:53 DTAB:20161030 HRAB:080000 DTFC:20161030 HRFC:170147 IDEL:221 CARG:11 TIPO:0 VERC:201610191155 11:148 12:110 NOMI:258 BRAN:5 NULO:9 TOTC:272 HASH:1301B79784E0875990E24847FCC2493BB6B93EB8D5593D50ADBE4D2EEE00EC8CBDAE563A38BEAF1C5364FA69A11C0CC272587557B239845E8B25DEB92AD18647 ASSI:2C531225880C1ADF33567321FBC48F3ABF3DB6CBC0017D8B18411DBA09381C577E5906BDC08B00FFE396A1183EDBB510801CE4350E1F1C0ACE93C757FF48DD05
MS,Campo Grande,1664105,2016-10-31 09:22:41.367,8,72,2,QRBU:1:1 VRQR:1.4 ORIG:VOTA PROC:185 DTPL:20161030 PLEI:188 TURN:2 FASE:O UNFE:MS MUNI:90514 ZONA:8 SECA:72 IDUE:1664105 IDCA:664754377198081105262942 VERS:5.25.0.1 LOCA:1228 APTO:389 COMP:280 FALT:109 DTAB:20161030 HRAB:080000 DTFC:20161030 HRFC:170116 IDEL:221 CARG:11 TIPO:0 VERC:201610191226 45:109 55:141 NOMI:250 BRAN:7 NULO:23 TOTC:280 HASH:C471E4B2A38F6FDE5B52246FF5EA0BCB08A59F514FBE33F67DC1F22A468261BF3285DA37EF30C3135184FB0E34141727C8AE952BEB9472EE29223D46EEAF8AE0 ASSI:BD33DD4D44B9FD6310ABB63A83495BBB75A924315BD1BE16DFF3C0F6A4DBEFB9DAEAD84CC65046ABD9EFCE3D562C488261F3BFBB8D6FAA719C39B242117A9A0A
MS,Campo Grande,1662600,2016-10-31 09:21:31.413,8,74,2,QRBU:1:1 VRQR:1.4 ORIG:VOTA PROC:185 DTPL:20161030 PLEI:188 TURN:2 FASE:O UNFE:MS MUNI:90514 ZONA:8 SECA:74 IDUE:1662600 IDCA:190007129651672846460253 VERS:5.25.0.1 LOCA:1228 APTO:404 COMP:295 FALT:109 DTAB:20161030 HRAB:080000 DTFC:20161030 HRFC:170137 IDEL:221 CARG:11 TIPO:0 VERC:201610191226 45:115 55:141 NOMI:256 BRAN:10 NULO:29 TOTC:295 HASH:D59ED3FA8BEEE50E3FA2DA1D282F62279AE8EBBF11F3D8933F35AEB8AACBFCAF56EA5595F546A1AE1B55214A19D399F7282D87079D353CE2719931485126AB63 ASSI:D542C2F72D176B7746E594BBF0F27B449663DE1517767A7EFF135EA2AAC770857257566AB83456DE1195A8E35CF3C17CF0EE806A06BE74FE093E8A968B2A6E05
RS,Canoas,1154628,2016-10-30 19:28:08.933,171,76,2,QRBU:1:1 VRQR:1.4 ORIG:VOTA PROC:185 DTPL:20161030 PLEI:188 TURN:2 FASE:O UNFE:RS MUNI:85898 ZONA:171 SECA:76 IDUE:1154628 IDCA:420211578599481716549125 VERS:5.25.0.1 LOCA:1147 APTO:343 COMP:291 FALT:52 HBMA:28 DTAB:20161030 HRAB:080000 DTFC:20161030 HRFC:170023 IDEL:221 CARG:11 TIPO:0 VERC:201610182111 10:97 14:135 NOMI:232 BRAN:25 NULO:34 TOTC:291 HASH:05174E84EB0BAA8BBA888897E22DBFB6594AAABE80912BB2314212F3432DB9821E3157D59420E7E87F177DDF1EA93A4DD6BD0759371C7AD2852AD89B73ED275D ASSI:17C69574189AD35F55A5817FE52EF8697D794A85CA3361508CA595D15EA5EEE9BD1907EC8F65A022C0591083689BFBD3CE300192A5EEE6D26DBD1CB11EB7CC05
PE,Jaboatão Dos Guararapes,1064025,2016-10-30 20:34:55.407,101,8,2,QRBU:1:1 VRQR:1.4 ORIG:VOTA PROC:185 DTPL:20161030 PLEI:188 TURN:2 FASE:O UNFE:PE MUNI:24570 ZONA:101 SECA:8 IDUE:1064025 IDCA:481868362699232142155629 VERS:5.25.0.1 LOCA:1015 APTO:391 COMP:288 FALT:103 DTAB:20161030 HRAB:080000 DTFC:20161030 HRFC:170049 IDEL:221 CARG:11 TIPO:0 VERC:201610061907 12:105 22:139 NOMI:244 BRAN:12 NULO:32 TOTC:288 HASH:AA533C0703EBDEB42C6B2327732B1366E3A00CB03866D5BF1236FCEA7CA29EE78A9818377FD2DF1506803882D15C17EAF7DF64EA466C8C4ADD9511C659BA2B97 ASSI:75109911BB6A5534FB85900DB64BB47F58D2140FBF9FBFB61FF263C0A5913FC605C0024B97ABCF65000ECD3C9D01676D48D272EBB3BA8D0217C4FC2357E8500A
PR,Maringá,1241143,2016-10-30 19:13:49.540,66,8,2,QRBU:1:1 VRQR:1.4 ORIG:VOTA PROC:185 DTPL:20161030 PLEI:188 TURN:2 FASE:O UNFE:PR MUNI:76910 ZONA:66 SECA:8 IDUE:1241143 IDCA:455053339963423432561896 VERS:5.25.0.1 LOCA:1015 APTO:345 COMP:284 FALT:61 HBMA:41 DTAB:20161030 HRAB:080000 DTFC:20161030 HRFC:170147 IDEL:221 CARG:11 TIPO:0 VERC:201610191155 11:171 12:104 NOMI:275 BRAN:2 NULO:7 TOTC:284 HASH:8106D69FE71C7C542C6A9385E2AB886528FDC96FF8B91C0AD0CDB7959899B34C13E72BE4BC34584893B674DB187453DC5B31B2B4C229A109A680EC7BECB96043 ASSI:063A484E03466C51E4989092062E6370532CBEDF8C90D1BBCBD25DF21A5A8D93F5D8DD4D14AEEC322AAC1E10A81F3B614DA9F3245C7630A7574064B06B316205
RJ,Nova Iguaçu,1088446,2016-10-30 19:20:09.020,157,81,2,QRBU:1:1 VRQR:1.4 ORIG:VOTA PROC:185 DTPL:20161030 PLEI:188 TURN:2 FASE:O UNFE:RJ MUNI:58696 ZONA:157 SECA:81 IDUE:1088446 IDCA:648685315911169263187133 VERS:5.25.0.1 LOCA:1120 APTO:399 COMP:282 FALT:117 DTAB:20161030 HRAB:080000 DTFC:20161030 HRFC:170026 IDEL:221 CARG:11 TIPO:0 VERC:201610190903 15:117 22:120 NOMI:237 BRAN:6 NULO:39 TOTC:282 HASH:2C06229D8A7019733F07AFBCC86EC37C8B556D55644DDCFF47C4DB13E00E885A52069C0895525D730F23E81F90D36D443516A2593DDD029B8BD64C2D72399E91 ASSI:38A09D62ACE0506E9C07406106C6465CEB1ABC0D976A87CC16668EDDF809A67647622599F3F9CE25724B63EA93DBC738EFDAD684D245DAA8CD40623BC6C43F0D
RJ,Nova Iguaçu,1122792,2016-10-30 19:19:40.003,157,82,2,QRBU:1:1 VRQR:1.4 ORIG:VOTA PROC:185 DTPL:20161030 PLEI:188 TURN:2 FASE:O UNFE:RJ MUNI:58696 ZONA:157 SECA:82 IDUE:1122792 IDCA:426463206489063702626399 VERS:5.25.0.1 LOCA:1120 APTO:397 COMP:284 FALT:113 DTAB:20161030 HRAB:080000 DTFC:20161030 HRFC:170130 IDEL:221 CARG:11 TIPO:0 VERC:201610190903 15:134 22:104 NOMI:238 BRAN:9 NULO:37 TOTC:284 HASH:8AAB02BA3B0B252F3AF341B3B134304E46EC362BBD7F306912B608459C8865EFEA886AC6A6A64F934C3825C4C55BA084A905D0A95C47FAD20FFD9140083C9728 ASSI:55C96F761166A894CD1C7E0B555DDB08CDCB215C9A32826FE8A85C2F68AF71218C18A8C4F1F6A5149AE2836CB94D866D8669D865B6DFEEAB6361896D473A5A03
RJ,Rio De Janeiro,1232727,2016-10-30 20:16:06.313,229,86,2,QRBU:1:1 VRQR:1.4 ORIG:VOTA PROC:185 DTPL:20161030 PLEI:188 TURN:2 FASE:O UNFE:RJ MUNI:60011 ZONA:229 SECA:86 IDUE:1232727 IDCA:038934251183691911096445 VERS:5.25.0.1 LOCA:1139 APTO:368 COMP:255 FALT:113 DTAB:20161030 HRAB:080000 DTFC:20161030 HRFC:170012 IDEL:221 CARG:11 TIPO:0 VERC:201610190905 10:88 50:100 NOMI:188 BRAN:14 NULO:53 TOTC:255 HASH:E871479A24F450C69DA5165673C38C88BF7AAEC0E707A5ACF0BE2752A6998988568E5CE0882BE44622A4085346AD4445C8BADA8AA72F6A8896A525FA84AFD3CC ASSI:813D636175D8EB2590D1F663AB5F1AA83D348CA95BCC21E1C3FC8A79B51A06CF138F41D7479918DE513C13641A94BA143422DA99FBF3FCCFFB20C7C49B95D70F
RJ,Rio De Janeiro,1795046,2016-10-30 19:15:54.057,246,93,2,QRBU:1:1 VRQR:1.4 ORIG:VOTA PROC:185 DTPL:20161030 PLEI:188 TURN:2 FASE:O UNFE:RJ MUNI:60011 ZONA:246 SECA:93 IDUE:1795046 IDCA:241036202466921796175593 VERS:5.25.0.1 LOCA:1201 APTO:479 COMP:411 FALT:68 DTAB:20161030 HRAB:080000 DTFC:20161030 HRFC:170445 IDEL:221 CARG:11 TIPO:0 VERC:201610190905 10:280 50:56 NOMI:336 BRAN:13 NULO:62 TOTC:411 HASH:A0145C417EFA1670CD92B1424AD45396EF2A6C13D468BFA593AEE6D89D38ADFCFD4CE047C79E18054D86F03D636C873E3E1514BDBC38619E8007BFF266E64EA0 ASSI:4DE12EA45C954C78851FB8E39F8C7606B54336C712216C2ADF3A1A5276D9071B10B82E247B6DFAF0F52C8C81866DFA52636DE4C543C62EA661B5AEEEEF36EA07
